"CO_NCM","CO_UNID","CO_SH6","CO_PPE","CO_PPI","CO_FAT_AGREG","CO_CUCI_ITEM","CO_CGCE_N3","CO_SIIT","CO_ISIC_CLASSE","CO_EXP_SUBSET","NO_NCM_POR","NO_NCM_ING"
41012120,10,410121,1990,1990,1,21129,230,4000,1010,403,"Pele em bruto, de bovino, inteira, dividida, com o lado flor, fresca, etc","Raw skins of bovine, whole, grain splits, fresh, etc"
44083100,16,440831,2130,2990,2,63412,240,4000,1621,802,"Folhas de madeira, de dark/light red meranti, etc, espessura <= 6 mm","Sheets forveneering, of dark/light red meranti, etc.t<=6mm"
44083110,16,440831,3335,3990,3,63412,240,4000,1621,801,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), etc...,  de espessura <= 6 mm, de Dark Red Meranti, Light Red Meranti e Meranti Bakau, obtidas por corte de madeira estratificada","Sheets forveneering, etc.coniferous wood stratified"
44083190,16,440831,2130,2990,2,63412,240,4000,1621,802,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., de espessura <= 6 mm, Dark Red Meranti, Light Red Meranti e Meranti Bakau","Sheets forveneering, etc.of dark red meranti, etc"
44083910,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada),folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., espessura <= 6 mm,obtidas por corte de madeira estratificada, madeiras tropicais","Wood sheets, of cedar, thickness<=6mm"
44083920,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas de madeira, de pau marfim, espessura <= 6 mm","Wood sheets, of pau marfim, thickness<=6mm"
44083990,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas de outras madeiras tropicais, espessura <= 6 mm","Sheets of other tropical wood, thickness<=6mm"
44083991,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., de espessura <= 6 mm, de cedro","Sheets for veneering compensated, etc, of cedar"
44083992,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., de espessura <= 6 mm, de pau-marfim","Sheets for veneering compensated, etc, of pau marfim"
44083999,16,440839,2130,2990,2,63412,240,4000,1621,802,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada), folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., de espessura <= 6 mm, de outras madeiras tropicais","Sheets for veneering, etc, of other tropical wood"
44089000,16,440890,2130,2990,2,63412,240,4000,1621,802,"Folhas de outras madeiras, espessura <= 6 mm","Sheets of other wood, thickness<=6mm"
44089010,16,440890,3335,3990,3,63412,240,4000,1621,801,"Folhas para folheados (incluindo as obtidas por corte de madeira estratificada),folhas para compensados ou para madeiras estratificadas semelhantes e outras madeiras, etc..., espessura <= 6 mm,obtidas por corte de madeira estratificada,de outras madeiras","Sheets for veneering, etc, of other stratified wood"
48054010,10,480540,3990,3990,3,64156,240,4000,1701,1302,"Papel-filtro e cartao-filtro, de peso superior a 15 g/m2 mas inferior ou igual a 25 g/m2, com um conteúdo de fibras sinteticas termossoldaveis igual ou superior a 20 % mas inferior ou igual a 30 %, em peso, do conteúdo total de fibras","Filter paper and paperboard, fibre acetate vin.copolymer"
48054090,10,480540,3990,3990,3,64156,240,4000,1701,1302,"Outro papel-filtro e cartao-filtro, nao revestido, em rolos ou folhas","Other filter paper/paperboard, uncoated, in rolls/sheets"
48055000,10,480550,3990,3990,3,64156,240,4000,1701,1302,"Papel-feltro e cartao-feltro, papel e cartao lanosos","Felt paper and paperb.and woolly paper and paperb., etc"
48056000,10,480560,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis/cartoes, nao revestidos, em rolos/folhas, peso < 150 g/m2","Oth.paper/paperboard, uncoat.rolls/sheets w<=150g/m2"
48057010,10,480570,3990,3990,3,64159,240,4000,1701,1302,"Papel/cartao com fibra de vidro, 150 g/m2 < peso < 225 g/m2, em rolos/folhas","Paper/paperboard with fiberglass, 150<w<225g/m2, rolls/sh"
48057090,10,480570,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis/cartoes, nao revestidos, em rolos/folhas, 150 g/m2 < peso < 225 g/m2","Oth.paper/paperboard, uncoat.rolls/sheets 150<w<225g/m2"
48058000,10,480580,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis/cartoes, peso >= 225 g/m2, nao revestido, em rolos/folhas","Oth.paper/paperboard, w<225g/m2, uncoat.rolls/sheets"
48059100,10,480591,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis e cartoes nao revestidos, em rolos ou folhas, de peso nao superior a 150 g/m2","Oth.paper/paperb.n/covered, in rolls/sheets w<=150g/m2"
48059210,10,480592,3990,3990,3,64159,240,4000,1701,1302,"Papel com fibras de vidro, de peso superior a 150 g/m2, mas inferior a 225 g/m2","Paper with fiberglass, 150<w<225g/m2"
48059290,10,480592,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis nao revestidos, em rolos ou folhas, de peso superior a 150 g/m2, mas inferior a 225 g/m2","Oth.paper uncoated rolls/sh.150<w<225g/m2, rolls/sheets"
48059300,10,480593,3990,3990,3,64159,240,4000,1701,1302,"Outros papeis e cartoes nao revestidos, em rolos ou folhas, de peso igual ou superior a 225 g/m2","Oth.paper/paperboard uncoated rolls/sheets w>225g/m2"
48061000,10,480610,3990,3990,3,64153,240,4000,1701,1302,"Papel-pergaminho e cartao-pergaminho (sulfurizados), em rolos ou em folhas","Vegetable parchm.and paperboard parchment, rolls/sheets"
48062000,10,480620,3990,3990,3,64153,240,4000,1701,1302,"Papel impermeavel a gorduras, em rolos ou em folhas","Greaseproof papers, in rolls or sheets"
48063000,10,480630,3990,3990,3,64153,240,4000,1701,1302,"Papel vegetal, em rolos ou em folhas","Tracing papers, in rolls or sheets"
48064000,10,480640,3990,3583,3,64153,240,4000,1701,1302,"Papel cristal e outros papeis calandrados transparentes ou translúcidos, em rolos ou em folhas","Glassine and other glazed papers, etc.in rolls/sheets"
39204310,10,392043,3121,3121,3,58224,240,3000,2220,1407,"Chapas de poli(cloreto de vinila), transparentes, termocontrateis, de espessura inferior ou igual a 250 micrometros (microns), que contenham, em peso, pelo menos 6 % de plastificantes","Plates of poly(vinyl chloride) plast>=6%, transp."
39204390,10,392043,3121,3121,3,58224,240,3000,2220,1407,"Outras chapas de polimero cloreto de vinila, que contenham, em peso, pelo menos 6 % de plastificantes","Other plates of poly(vinyl chloride), plast>=6%"
39204900,10,392049,3121,3121,3,58224,240,3000,2220,1407,"Outras chapas, folhas, etc, de polimeros de cloreto vinila","Other plates, sheets, etc.of poly(vinyl chloride)"
39205100,10,392051,3121,3121,3,58225,240,3000,2220,1407,"Chapas, etc, de poli(metacrilato de metila), sem suporte, nao reforçada, etc","Plates, etc.of poly(meth.methac.), without sup.n/rein.etc"
39205900,10,392059,3121,3121,3,58225,240,3000,2220,1407,"Outras chapas, etc, de polimeros acrilicos, sem suporte, nao reforçadas","Plates, etc.acrylate polymers, without sup.n/rein.etc"
39206100,10,392061,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de policarbonatos, sem suporte, nao reforçadas, etc","Plates, etc.of polycarbonates, without sup.n/rein.etc"
39206211,10,392062,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de poli(tereftalato de etileno), de espessura inferior a 5 micrometros (microns)","Plates, etc.poly(ethyl.tereph.)t<5 micr.without supp.etc"
39206219,10,392062,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de poli(tereftalato de etileno), de espessura superior ou igual a 5 micrometros (microns)","Ot.plates, etc.poly(ethyl.tereph.)t<=40 micr.without sup"
39206291,10,392062,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de poli(tereftalato de etileno), com largura superior a 12 cm, sem qualquer trabalho a superficie","Plates, etc.poly(ethyl.tereph.)w<=12cm, without supp.etc"
39206299,10,392062,3121,3121,3,58226,240,3000,2220,1407,"Outras chapas, etc, de poli(tereftalato de etileno), sem suporte","Oth.plates, etc.poly(ethyl.terephthalate)without sup.etc"
39206300,10,392063,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de poliesteres nao saturados, sem suporte, nao reforçado","Plates, etc.unsatur.polyesters without sup.n/reinforced"
39206900,10,392069,3121,3121,3,58226,240,3000,2220,1407,"Chapas, etc, de outros poliesteres, sem suporte, nao reforçadas, etc","Plates, etc.of ot.polyesters without supp.n/reinfor.etc"
39207100,10,392071,3121,3121,3,58228,240,3000,2220,1407,"Chapas, etc, de celulose regenerada, sem suporte, nao reforçada, etc","Plates, etc., reg.cellulose without supp.n/reinf.etc"
39207210,10,392072,3121,3121,3,54199,240,3000,2100,1407,"Chapas, etc, de fibra vulcanizada, espessura <= 1 milimetro, sem suporte, nao reforçada","Plates, etc.of vulcan.fibre t<=1mm, without supp.n/reinf."
39207290,10,392072,3121,3121,3,54199,240,3000,2100,1407,"Outras chapas, etc, de fibra vulcanizada, sem suporte, nao reforçada, etc","Oth.plates, etc., of vulcan.fibre, without sup.n/reinf.etc"
41012130,10,410121,1990,1990,1,21129,230,4000,1010,403,"Pele em bruto, de bovino, inteira, dividida, sem o lado flor, fresca, etc","Raw skins of bov.whole, splits(than grain spl.)fresh, etc"
41012210,10,410122,1990,1990,1,21129,230,4000,1010,403,"Pele em bruto, de bovino, (dorsos), nao dividida, fresca, etc.","Raw skins of bovine, (backs), not slipt, fresh, etc"
41012220,10,410122,1990,1990,1,21129,230,4000,1010,403,"Pele em bruto, de bovino (dorso), dividida, com flor,fresca, etc","Raw skins of bovine, (backs), grain splits, fresh, etc"
41012230,10,410122,1990,1990,1,21129,230,4000,1010,403,"Pele em bruto, de bovino (dorso), dividida sem flor, fresca, etc","Raw skins of bovine, (backs), slipts(than grain)fresh, etc"
48025691,10,480256,3990,3990,3,64126,240,4000,1701,1302,"Papel para impressao de papel-moeda, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2, em folhas em que um lado nao seja superior a 435 mm e o outro nao seja superior a 297 mm, quando nao dobradas","Paper forimpr.banknote paper, fib.mec<=10%, 40<=w<=150g/m2"
48025692,10,480256,3655,3655,3,64126,240,4000,1701,1302,"Papel de desenho, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2, em folhas em que um lado nao seja superior a 435 mm e o outro nao seja superior a 297 mm, quando nao dobradas","Drawing paper, fibre<=10%, 40<=w<=150g/m2, w<=435x297mm"
48025693,10,480256,3655,3655,3,64126,240,4000,1701,1302,"Papel Kraft, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2, em folhas em que um lado nao seja superior a 435 mm e o outro nao seja superior a 297 mm, quando nao dobradas","Kraft paper, fibre<=10%, 40<=w<=150g/m2, w<=435x297mm"
48025699,10,480256,3655,3655,3,64126,240,4000,1701,1302,"Outros papeis, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2, em folhas em que um lado nao seja superior a 435 mm e o outro nao seja superior a 297 mm, quando nao dobradas","Oth.fibre paper<=10%, 40<=w<=150g/m2, w<=435x297mm"
48025710,10,480257,3655,3990,3,64126,240,4000,1701,1302,"Outros papeis, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2, em tiras de largura nao superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando nao dobradas","Other fibre paper<=10%, 40<=w<=150g/m2, belts<=15cm, etc."
48025791,10,480257,3655,3655,3,64126,240,4000,1701,1302,"Papel para impressao de papel-moeda, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2","Paper forimpr.banknote paper, fib.mec<=10%, 40<=w<=150g/m2"
48025792,10,480257,3655,3655,3,64126,240,4000,1701,1302,"Papel de desenho, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2","Drawing paper, fibre mec<=10%, 40g/m2<=w<=150g/m2"
48025793,10,480257,3655,3655,3,64126,240,4000,1701,1302,"Papel Kraft, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2","Kraft paper, fibre mec<=10%, 40g/m2<=p<=150g/m2"
39123111,10,391231,3621,3621,3,57554,240,2000,2013,1407,"Carboximetilcelulose com teor> =75%, em formas primarias","Carboxymethylcellulose content>=75%, in primary forms"
39123119,10,391231,3621,3621,3,57554,240,2000,2013,1407,"Outros carboximetilceluloses em formas primarias","Other carboxymethylcellulose, in primary forms"
39123121,10,391231,3621,3621,3,57554,240,2000,2013,1407,"Sais de carboximetilcelulose, teor >= 75%, em formas primarias","Salts of carboxymethylcellulose con.>=75%, primary forms"
39123129,10,391231,3621,3621,3,57554,240,2000,2013,1407,"Outros sais de carboximetilcelulose, em formas primarias","Other salts of carboxymethylcellulose, in primary forms"
39123910,10,391239,3621,3621,3,57554,240,2000,2013,1407,"Metil-, etil- e propilcelulose, hidroxiladas","Hydroxylated methyl-, ethyl-propyl cellul., primary form"
39123920,10,391239,3621,3621,3,57554,240,2000,2013,1407,"Outras metilceluloses, em formas primarias","Other methylcelluloses, in primary forms"
39123930,10,391239,3621,3621,3,57554,240,2000,2013,1407,"Outras etilceluloses, em formas primarias","Other ethylcelluloses, in primary forms"
39123990,10,391239,3621,3621,3,57554,240,2000,2013,1407,"Outros eteres de celulose, em formas primarias","Other eters of cellulose, in primary forms"
39129010,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Propionato de celulose, em forma primaria","Cellulose propionate, in primary forms"
39129020,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Acetobutirato de celulose, em forma primaria","Cellulose acetobutanoate, in primary forms"
39129031,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Celulose microcristalina, em po","Microcrystalline cellulose, in powder"
39129039,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Celulose microcristalina, em outras formas primarias","Microcrystalline cellulose, in primary forms"
39129040,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Outras celuloses, em po","Other cellulose, in powder"
39129090,10,391290,3621,3621,3,57559,240,2000,2013,1407,"Outras celuloses e derivados quimicos, em formas primarias","Ot.cellulose and its chemical derivatives, primary forms"
39131000,10,391310,3990,3990,3,57594,240,2000,2013,1407,"Acido alginico, seus sais e esteres, em forma primaria","Alginic acid,  its salts and esters, primary forms"
39139011,10,391390,3990,3990,3,57595,240,2000,2013,1407,"Borracha clorada ou cloridratada, em pedaços, grumos, etc.","Chlorinated/hydrochloride rubber, in pieces, clots, etc."
39139012,10,391390,3990,3990,3,57595,240,2000,2013,1407,"Borracha clorada em outras formas primarias","Chlorinated rubber, in other forms"
39139019,10,391390,3990,3990,3,57595,240,2000,2013,1407,"Outros derivados quimicos da borracha natural, em formas primarias","Ot.natural rubber/its chemical derivatives, prim.forms"
39139020,10,391390,3990,3164,3,57595,240,2000,2013,1407,"Goma xantana, em formas primarias","Xanthane gum, in primary forms"
39139030,10,391390,3990,3990,3,57595,240,2000,2013,1407,"Dextrana, em formas primarias","Dextran, in primary forms"
40102200,10,401022,3320,3320,3,62922,270,3000,2219,8099,"Correia de transmissao sem fim, de seçao trapezoidal, 18 dm < circunferencia <= 24 dm, borracha vulcanizada","Conveyor belt endless trapez.18<c<=24dm, vulcan.rub"
40102300,10,401023,3320,3320,3,62922,270,3000,2219,8099,"Correia de transmissao sem fim, sincrona, 6 dm < circunferencia <= 15 dm, borracha vulcanizada","Conveyor belt endless synch.6<c<=15dm, vulcan.rub"
40102400,10,401024,3320,3320,3,62922,270,3000,2219,8099,"Correia de transmissao sem fim, sincrona, 150 < circunferencia <= 198 cm, borracha vulcanizada","Conveyor belt endless synch.150<c<=198dm, vulc.rub"
40102900,10,401029,3320,3320,3,62922,270,3000,2219,8099,"Outras correias de transmissao, de borracha vulcanizada","Other conveyor belt, of vulcanised rubber"
40103100,10,401031,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, de seçao trapezoidal, estriadas, com uma circunferencia externa superior a 60 cm, mas nao superior a 180 cm, de borracha vulcanizada","Transmission belts trapez.v-ribbed 60<c<=180cm"
40103200,10,401032,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, de seçao trapezoidal, nao estriadas, com uma circunferencia externa superior a 60 cm, mas nao superior a 180 cm, de borracha vulcanizada","Transmission belts trapez.n/ribbed 60<c<=180cm"
40103300,10,401033,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, de seçao trapezoidal, estriadas, com uma circunferencia externa superior a 180 cm, mas nao superior a 240 cm, de borracha vulcanizada","Transmission belt trapez.v-ribbed 180<c<=240cm"
40103400,10,401034,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, de seçao trapezoidal, nao estriadas, com uma circunferencia externa superior a 180 cm, mas nao superior a 240 cm, de borracha vulcanizada","Transmission belt trapez.n/ribbed 180<c<=240cm"
40103500,10,401035,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, sincronas, com uma circunferencia externa superior a 60 cm, mas nao superior a 150 cm, de borracha vulcanizada","Transmission belt, synchronous, 80<c<=150cm"
40103600,10,401036,3320,3320,3,62921,270,3000,2219,8099,"Correias de transmissao sem fim, sincronas, com uma circunferencia externa superior a 150 cm, mas nao superior a 198 cm, de borracha vulcanizada","Transmission belt, synchronous, 150<c<=198cm"
40103900,10,401039,3320,3320,3,62921,270,3000,2219,8099,"Outras correias de transmissao","Other transmission belts"
40111000,11,401110,3040,3040,3,6251,280,3000,2211,1008,"Pneumaticos novos, de borracha, dos tipos utilizados em automoveis de passageiros (incluindo os veiculos de uso misto (station wagons) e os automoveis de corrida)","New tires for automobiles of passengers"
40112010,11,401120,3040,3040,3,6252,280,3000,2211,1008,"Pneumaticos novos, de borracha, dos tipos utilizados em onibus ou caminhoes, de medida 11,00-24","New tires for bus or trucks, meassured=11, 00-24"
44013000,10,440130,1990,1990,1,2462,230,4000,8999,899,"Serragem, desperdicios e residuos, de madeira","Sawdust and wood waste and residues"
44013100,10,440131,1990,1990,1,2462,230,4000,8999,899,"Pellets de madeira","Wood pellets"
44013900,10,440139,1990,1990,1,2462,230,4000,8999,899,"Serragem, desperdicios e residuos, de madeira, mesmo aglomerados em toras, briquetes ou em formas semelhantes","Other sawdust and waste, of wood"
44020000,10,440200,1990,1990,1,24502,421,2000,220,899,"Carvao vegetal","Wood charcoal"
44021000,10,440210,1990,1990,1,24502,421,2000,220,899,"Carvao vegetal (incluindo o carvao de cascas ou de caroços), mesmo aglomerado, de bambu","Bamboo wood charcoal, even agglomerated"
44029000,10,440290,1990,1990,1,24502,421,2000,220,899,"Outro carvao vegetal (incluindo o carvao de cascas ou de caroços), mesmo aglomerado","Other wood charcoal, even agglomerated"
44031000,16,440310,1253,1990,1,2473,230,4000,1610,899,"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada, tratada com tinta, creosoto ou com outros agentes de conservaçao","Wood in the rough, treated with paint, creosote, etc."
44032000,16,440320,1253,1990,1,2474,230,9000,220,899,"Outras madeiras em bruto, mesmo descascada, desalburnada ou esquadriada, de coniferas","Coniferous wood, in rough"
44034100,16,440341,1253,1990,1,2475,230,9000,220,899,"Madeira Dark Red Meranti, Light Red Meranti e Meranti Bakau, em bruto, mesmo descascada, desalburnada ou esquadriada","Wood of dark or light red meranti, etc.in rough"
44034900,16,440349,1253,1990,1,2475,230,9000,220,899,"Outras madeiras tropicais em bruto, mesmo descascada, desalburnada ou esquadriada","Other tropical wood, in rough"
44039100,16,440391,1253,1990,1,2479,230,9000,220,899,"Madeira de carvalho (Quercus spp.), em bruto, mesmo descascada, desalburnada ou esquadriada","Wood oak (quercus spp), in rough"
44039200,16,440392,1253,1990,1,2479,230,9000,220,899,"Madeira de faia (Fagus spp), em bruto, mesmo descascada, desalburnada ou esquadriada","Wood beech (fagus spp), in rough"
44039900,16,440399,1253,1990,1,2479,230,9000,220,899,"Outras madeiras em bruto, mesmo descascada, desalburnada ou esquadriada","Other wood, in rough"
44041000,10,440410,2990,2990,2,63491,230,4000,1610,899,"Arcos de madeira; estacas fendidas; estacas aguçadas, nao serradas longitudinalmente; madeira simplesmente desbastada ou arredondada, nao torneada, nao recurvada nem trabalhada de qualquer outro modo, para fabricaçao de bengalas, etc... de coniferas","Hoopwood, stakes, etc.of coniferous"
44042000,10,440420,2990,2990,2,63491,230,4000,1610,899,"Arcos de madeira; estacas fendidas; estacas aguçadas, nao serradas longitudinalmente; madeira simplesmente desbastada ou arredondada, nao torneada, nao recurvada nem trabalhada de qualquer outro modo, para fabricaçao de bengalas, etc... de nao coniferas","Hoopwood, stakes, etc.of non-coniferous"
44050000,10,440500,2990,2990,2,63493,240,4000,1610,899,"La de madeira; farinha de madeira","Wood wool and wood flour"
48025799,10,480257,3655,3655,3,64126,240,4000,1701,1302,"Outros papeis e cartoes, sem fibras obtidas por processo mecanico ou quimico-mecanico ou em que a percentagem destas fibras nao seja superior a 10 %, em peso, do conteúdo total de fibras, de peso igual ou superior a 40 g/m2, mas nao superior a 150 g/m2","Oth.paper/paperboard fibre mec<=10%, 40g/m2<=w<=150g/m2"
48025810,10,480258,3655,3990,3,64126,240,4000,1701,1302,"Outros papeis e cartoes,sem fibras obtidas por processo mecanico ou quimico-mecanico ou em que a percentagem destas fibras < 10 %,em peso,do conteúdo total de fibras, p > 150 g/m2,em tiras ou rolos l < 15 cm ou em folhas em que nenhum lado > 360 mm...","Fibre pap.mec<=10%, w>150g/m2, belts/roll w<=150g/m2, etc"
48025891,10,480258,3655,3655,3,64126,240,4000,1701,1302,"Papeis e cartoes de desenho, sem fibras obtidas por processo mecanico ou quimico-mecanico ou em que a percentagem destas fibras < 10 %, em peso, do conteúdo total de fibras, de peso > 150 g/m2","Drawing paper, fibre mec<=10%, w>150g/m2"
48025892,10,480258,3655,3655,3,64126,240,4000,1701,1302,"Papel Kraft, sem fibras obtidas por processo mecanico ou quimico-mecanico ou em que a percentagem destas fibras < 10 %, em peso, do conteúdo total de fibras, de peso > 150 g/m2","Kraft paper, fibre mec<=10%, w>150g/m2"
48025899,10,480258,3655,3655,3,64126,240,4000,1701,1302,"Outros papeis/cartoes fibra processo mecanico <= 10%, peso > 150 g/m2","Other paper/fibre paperboard mec<=10%, w>150g/m2"
48026010,10,480260,3655,3655,3,64126,240,4000,1701,1302,"Papel e cartao, Kraft, com fibra processo mecanico > 10%","Kraft paper and paperboard, with fibre mech.process>10%"
47079000,10,470790,2990,2990,2,25119,230,9000,8999,1302,"Outros papeis ou cartoes, incluindo os desperdicios e aparas nao selecionados, para reciclar","Oth.paper/paperboard, of recycling, incl.n/selected"
48010010,10,480100,3990,3575,3,6411,240,4000,1701,1302,"Papel de jornal, em rolos ou em folhas, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituido por fibras de madeiras obtidas por processo mecanico","Newsprint, rolls/sheets w<=57g/m2, mechan.fibre>=65%"
48010090,10,480100,3990,3575,3,6411,240,4000,1701,1302,"Outros papeis de jornal, em rolos ou em folhas","Other newsprint, in rolls or sheets"
48021000,10,480210,3655,3655,3,64121,240,4000,1701,1302,"Papel e cartao feitos a mao (folha a folha)","Hand-made paper and paperboard (sheet at sheet)"
48022000,10,480220,3655,3655,3,64122,240,4000,1701,1302,"Papel/cartao para fabricaçao de papel/cartao fotossensivel, etc, rolos, folhas","Pap/paperb.forproduc.photo-sens.pap/paperb.etc.rolls, she"
48022010,10,480220,3655,3655,3,64122,240,4000,1701,1302,"Papel e cartao proprios para fabricaçao de papeis ou cartoes fotossensiveis, termossensiveis ou eletrossensiveis, em tiras ou rolos de largura nao superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando nao dobradas","Paper forprod.photo-sen.paper rolls, w<=15cm, sh.w<=360mm"
48022090,10,480220,3655,3655,3,64122,240,4000,1701,1302,"Outros papeis e cartoes proprios para fabricaçao de papeis ou cartoes fotossensiveis, termossensiveis ou eletrossensiveis","Oth.paper forproduc.photo-sen.paper, etc.in rolls/sheets"
48023010,10,480230,3655,3655,3,64126,240,4000,1701,1302,"Papel para fabricaçao de papel-carbono, peso < 19 g/m2","Paper forproduction of carbonising paper, w<19g/m2"
48023090,10,480230,3655,3655,3,64126,240,4000,1701,1302,"Outros papeis para fabricaçao de papel-carbono","Other paper for production of carbonising paper"
48023091,10,480230,3655,3655,3,64126,240,4000,1701,1302,"Papel para fabricaçao de papel carbono, de pasta branqueada, etc","Paper forprod.of carbonis.paper, of bleached pulp, etc"
48023099,10,480230,3655,3655,3,64126,240,4000,1701,1302,"Outros papeis/cartoes para fabricaçao de papel carbono, rolos/folhas","Ot.paper/paperb.forprod.of carbonis.paper, rolls/sheets"
48024000,10,480240,3655,3655,3,64124,240,4000,1701,1302,"Papel para fabricaçao de papeis de parede","Paper for production of wallpaper"
48024010,10,480240,3655,3655,3,64124,240,4000,1701,1302,"Papel proprio para fabricaçao de papeis de parede, em tiras ou rolos de largura nao superior a 15 cm","Paper for production of wallpaper, rolls w<=15cm"
48024090,10,480240,3655,3655,3,64124,240,4000,1701,1302,"Outros papeis para fabricaçao de papeis de parede, em rolos/folhas","Other paper for production of wallpaper, rolls/sheets"
48173000,10,481730,3990,3990,3,64223,322,4000,1709,1302,"Caixas, sacos e semelhantes, de papel ou cartao, que contenham um sortido de artigos para correspondencia","Boxes, etc.of paper/paperb., c/assort.corresp.articles"
48181000,10,481810,3567,3567,3,64243,322,4000,1709,1302,"Papel higienico","Toilet paper"
48182000,10,481820,3567,3567,3,64294,322,4000,1709,1302,"Lenços, incluindo os de desmaquiar, e toalhas de mao, de papel","Handkerchiefs and hand towels, of paper"
48183000,10,481830,3567,3567,3,64294,322,4000,1709,1302,"Toalhas de mesa e guardanapos, de papel","Tablecloths and serviettes, of paper"
48184010,10,481840,3567,3567,3,64295,322,4000,1709,1302,"Fraldas de papel","Diapers of paper"
48184020,10,481840,3567,3567,3,64295,322,4000,1709,1302,"Tampoes higienicos, de papel","Hygienic tampons, of paper"
48184090,10,481840,3567,3567,3,64295,322,4000,1709,1302,"Absorventes e outros artigos higienicos, de papel","Sanitary towels and other hygienic articles, of paper"
48185000,10,481850,3567,3567,3,64294,322,4000,1709,1302,"Vestuario e seus acessorios, de papel","Clothing and their accessories, of paper"
48189000,10,481890,3567,3567,3,64294,322,4000,1709,1302,"Outros artigos de papel, para uso sanitario/domestico/hospitalar","Other articles of paper, for sanitary/domestic/hospital use"
48189010,10,481890,3567,3567,3,64294,240,4000,1709,1302,"Almofadas absorventes dos tipos utilizados em embalagens de produtos alimenticios","Absorbent pads of a kind used in packing foodstuffs"
48189090,10,481890,3567,3567,3,64294,322,4000,1709,1302,"Outros artigos de papel, para uso sanitario/domestico/hospitalar","Oth.articles of paper, foruse sanitary/domestic/hospit"
48191000,10,481910,3081,3081,3,64211,240,4000,1702,1302,"Caixas de papel ou cartao, ondulados","Boxes of paper/paperboard, corrugated"
48192000,10,481920,3081,3081,3,64212,240,4000,1702,1302,"Caixas e cartonagens, dobraveis, de papel ou cartao, nao ondulados","Folding cartons, boxes, of non-corrugated paper/paperb."
48193000,10,481930,3081,3081,3,64213,240,4000,1702,1302,"Sacos cuja base tenha largura igual ou superior a 40 cm, de papel ou cartao","Sacks of paper/paperb., having a base of a width>=40cm"
48194000,10,481940,3081,3081,3,64214,240,4000,1702,1302,"Outros sacos; bolsas e cartuchos, de papel ou cartao","Other sacks, bags, cones, of paper/paperboard"
48195000,10,481950,3081,3081,3,64215,240,4000,1702,1302,"Outras embalagens, incluindo as capas para discos, de papel ou cartao","Oth.packing contain.of paper/paperb.incl.record sleeves"
